id,vendor_slug,vendor_label,display_name,modality,input_modalities_str,output_modalities_str,tokenizer,context_length,max_completion_tokens,is_moderated,supported_parameters,canonical_slug,description_excerpt
moonshotai/kimi-k2-thinking,moonshotai,MoonshotAI,MoonshotAI: Kimi K2 Thinking,text->text,text,text,Other,131072,,False,"[""frequency_penalty"", ""include_reasoning"", ""logit_bias"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""reasoning"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",moonshotai/kimi-k2-thinking-20251106,"Kimi K2 Thinking is Moonshot AI’s most advanced open reasoning model to date, extending the K2 series into agentic, long-horizon reasoning. Built on the trillion-parameter Mixture-of-Experts (MoE) architecture introduced in Kimi K2, it activates 32 billion parameters per forward pass and supports 256 k-token context windows. The model is optimized for persistent step-by-step thought, dynamic to..."
moonshotai/kimi-k2.5,moonshotai,MoonshotAI,MoonshotAI: Kimi K2.5,text+image->text,"text,image",text,Other,262144,65535,False,"[""frequency_penalty"", ""include_reasoning"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""min_p"", ""parallel_tool_calls"", ""presence_penalty"", ""reasoning"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_logprobs"", ""top_p""]",moonshotai/kimi-k2.5-0127,"Kimi K2.5 is Moonshot AI's native multimodal model, delivering state-of-the-art visual coding capability and a self-directed agent swarm paradigm. Built on Kimi K2 with continued pretraining over approximately 15T mixed visual and text tokens, it delivers strong performance in general reasoning, visual coding, and agentic tool-calling."
morph/morph-v3-fast,morph,Morph,Morph: Morph V3 Fast,text->text,text,text,Other,81920,38000,False,"[""max_tokens"", ""stop"", ""temperature""]",morph/morph-v3-fast,"Morph's fastest apply model for code edits. ~10,500 tokens/sec with 96% accuracy for rapid code transformations.

The model requires the prompt to be in the following format: 
<instruction>{instruction}</instruction>
<code>{initial_code}</code>
<update>{edit_snippet}</update>

Zero Data Retention is enabled for Morph. Learn more about this model in their [documentation](https://docs.morphllm.co..."
morph/morph-v3-large,morph,Morph,Morph: Morph V3 Large,text->text,text,text,Other,262144,131072,False,"[""max_tokens"", ""stop"", ""temperature""]",morph/morph-v3-large,"Morph's high-accuracy apply model for complex code edits. ~4,500 tokens/sec with 98% accuracy for precise code transformations.

The model requires the prompt to be in the following format: 
<instruction>{instruction}</instruction>
<code>{initial_code}</code>
<update>{edit_snippet}</update>

Zero Data Retention is enabled for Morph. Learn more about this model in their [documentation](https://d..."
nex-agi/deepseek-v3.1-nex-n1,nex-agi,Nex AGI,Nex AGI: DeepSeek V3.1 Nex N1,text->text,text,text,DeepSeek,131072,163840,False,"[""frequency_penalty"", ""response_format"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",nex-agi/deepseek-v3.1-nex-n1,"DeepSeek V3.1 Nex-N1 is the flagship release of the Nex-N1 series — a post-trained model designed to highlight agent autonomy, tool use, and real-world productivity. 

Nex-N1 demonstrates competitive performance across all evaluation scenarios, showing particularly strong results in practical coding and HTML generation tasks."
nousresearch/hermes-2-pro-llama-3-8b,nousresearch,NousResearch,NousResearch: Hermes 2 Pro - Llama-3 8B,text->text,text,text,Llama3,8192,8192,False,"[""frequency_penalty"", ""max_tokens"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""top_k"", ""top_p""]",nousresearch/hermes-2-pro-llama-3-8b,"Hermes 2 Pro is an upgraded, retrained version of Nous Hermes 2, consisting of an updated and cleaned version of the OpenHermes 2.5 Dataset, as well as a newly introduced Function Calling and JSON Mode dataset developed in-house."
nousresearch/hermes-3-llama-3.1-405b,nousresearch,Nous,Nous: Hermes 3 405B Instruct,text->text,text,text,Llama3,131072,16384,False,"[""frequency_penalty"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",nousresearch/hermes-3-llama-3.1-405b,"Hermes 3 is a generalist language model with many improvements over Hermes 2, including advanced agentic capabilities, much better roleplaying, reasoning, multi-turn conversation, long context coherence, and improvements across the board.

Hermes 3 405B is a frontier-level, full-parameter finetune of the Llama-3.1 405B foundation model, focused on aligning LLMs to the user, with powerful steeri..."
nousresearch/hermes-3-llama-3.1-405b:free,nousresearch,Nous,Nous: Hermes 3 405B Instruct (free),text->text,text,text,Llama3,131072,,False,"[""frequency_penalty"", ""max_tokens"", ""presence_penalty"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",nousresearch/hermes-3-llama-3.1-405b,"Hermes 3 is a generalist language model with many improvements over Hermes 2, including advanced agentic capabilities, much better roleplaying, reasoning, multi-turn conversation, long context coherence, and improvements across the board.

Hermes 3 405B is a frontier-level, full-parameter finetune of the Llama-3.1 405B foundation model, focused on aligning LLMs to the user, with powerful steeri..."
nousresearch/hermes-3-llama-3.1-70b,nousresearch,Nous,Nous: Hermes 3 70B Instruct,text->text,text,text,Llama3,131072,,False,"[""frequency_penalty"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",nousresearch/hermes-3-llama-3.1-70b,"Hermes 3 is a generalist language model with many improvements over [Hermes 2](/models/nousresearch/nous-hermes-2-mistral-7b-dpo), including advanced agentic capabilities, much better roleplaying, reasoning, multi-turn conversation, long context coherence, and improvements across the board.

Hermes 3 70B is a competitive, if not superior finetune of the [Llama-3.1 70B foundation model](/models/..."
nousresearch/hermes-4-405b,nousresearch,Nous,Nous: Hermes 4 405B,text->text,text,text,Other,131072,,False,"[""frequency_penalty"", ""include_reasoning"", ""max_tokens"", ""presence_penalty"", ""reasoning"", ""repetition_penalty"", ""response_format"", ""temperature"", ""top_k"", ""top_p""]",nousresearch/hermes-4-405b,"Hermes 4 is a large-scale reasoning model built on Meta-Llama-3.1-405B and released by Nous Research. It introduces a hybrid reasoning mode, where the model can choose to deliberate internally with <think>...</think> traces or respond directly, offering flexibility between speed and depth. Users can control the reasoning behaviour with the `reasoning` `enabled` boolean. [Learn more in our docs]..."
nousresearch/hermes-4-70b,nousresearch,Nous,Nous: Hermes 4 70B,text->text,text,text,Llama3,131072,,False,"[""frequency_penalty"", ""include_reasoning"", ""max_tokens"", ""presence_penalty"", ""reasoning"", ""repetition_penalty"", ""response_format"", ""temperature"", ""top_k"", ""top_p""]",nousresearch/hermes-4-70b,"Hermes 4 70B is a hybrid reasoning model from Nous Research, built on Meta-Llama-3.1-70B. It introduces the same hybrid mode as the larger 405B release, allowing the model to either respond directly or generate explicit <think>...</think> reasoning traces before answering. Users can control the reasoning behaviour with the `reasoning` `enabled` boolean. [Learn more in our docs](https://openrout..."
nvidia/llama-3.1-nemotron-70b-instruct,nvidia,NVIDIA,NVIDIA: Llama 3.1 Nemotron 70B Instruct,text->text,text,text,Llama3,131072,16384,False,"[""frequency_penalty"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",nvidia/llama-3.1-nemotron-70b-instruct,"NVIDIA's Llama 3.1 Nemotron 70B is a language model designed for generating precise and useful responses. Leveraging [Llama 3.1 70B](/models/meta-llama/llama-3.1-70b-instruct) architecture and Reinforcement Learning from Human Feedback (RLHF), it excels in automatic alignment benchmarks. This model is tailored for applications requiring high accuracy in helpfulness and response generation, suit..."
nvidia/llama-3.3-nemotron-super-49b-v1.5,nvidia,NVIDIA,NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,text->text,text,text,Llama3,131072,,False,"[""frequency_penalty"", ""include_reasoning"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""reasoning"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",nvidia/llama-3.3-nemotron-super-49b-v1.5,"Llama-3.3-Nemotron-Super-49B-v1.5 is a 49B-parameter, English-centric reasoning/chat model derived from Meta’s Llama-3.3-70B-Instruct with a 128K context. It’s post-trained for agentic workflows (RAG, tool calling) via SFT across math, code, science, and multi-turn chat, followed by multiple RL stages; Reward-aware Preference Optimization (RPO) for alignment, RL with Verifiable Rewards (RLVR) f..."
nvidia/nemotron-3-nano-30b-a3b,nvidia,NVIDIA,NVIDIA: Nemotron 3 Nano 30B A3B,text->text,text,text,Other,262144,,False,"[""frequency_penalty"", ""include_reasoning"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""reasoning"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",nvidia/nemotron-3-nano-30b-a3b,"NVIDIA Nemotron 3 Nano 30B A3B is a small language MoE model with highest compute efficiency and accuracy for developers to build specialized agentic AI systems.

The model is fully open with open-weights, datasets and recipes so developers can easily
customize, optimize, and deploy the model on their infrastructure for maximum privacy and
security."
nvidia/nemotron-3-nano-30b-a3b:free,nvidia,NVIDIA,NVIDIA: Nemotron 3 Nano 30B A3B (free),text->text,text,text,Other,256000,,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""seed"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",nvidia/nemotron-3-nano-30b-a3b,"NVIDIA Nemotron 3 Nano 30B A3B is a small language MoE model with highest compute efficiency and accuracy for developers to build specialized agentic AI systems.

The model is fully open with open-weights, datasets and recipes so developers can easily
customize, optimize, and deploy the model on their infrastructure for maximum privacy and
security."
nvidia/nemotron-3-super-120b-a12b,nvidia,NVIDIA,NVIDIA: Nemotron 3 Super,text->text,text,text,Other,262144,,False,"[""frequency_penalty"", ""include_reasoning"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""reasoning"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",nvidia/nemotron-3-super-120b-a12b-20230311,"NVIDIA Nemotron 3 Super is a 120B-parameter open hybrid MoE model, activating just 12B parameters for maximum compute efficiency and accuracy in complex multi-agent applications. Built on a hybrid Mamba-Transformer Mixture-of-Experts architecture with multi-token prediction (MTP), it delivers over 50% higher token generation compared to leading open models.
 
The model features a 1M token conte..."
nvidia/nemotron-3-super-120b-a12b:free,nvidia,NVIDIA,NVIDIA: Nemotron 3 Super (free),text->text,text,text,Other,262144,262144,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",nvidia/nemotron-3-super-120b-a12b-20230311,"NVIDIA Nemotron 3 Super is a 120B-parameter open hybrid MoE model, activating just 12B parameters for maximum compute efficiency and accuracy in complex multi-agent applications. Built on a hybrid Mamba-Transformer Mixture-of-Experts architecture with multi-token prediction (MTP), it delivers over 50% higher token generation compared to leading open models.
 
The model features a 1M token conte..."
nvidia/nemotron-nano-12b-v2-vl,nvidia,NVIDIA,NVIDIA: Nemotron Nano 12B 2 VL,text+image+video->text,"image,text,video",text,Other,131072,,False,"[""frequency_penalty"", ""include_reasoning"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""reasoning"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""top_k"", ""top_p""]",nvidia/nemotron-nano-12b-v2-vl,"NVIDIA Nemotron Nano 2 VL is a 12-billion-parameter open multimodal reasoning model designed for video understanding and document intelligence. It introduces a hybrid Transformer-Mamba architecture, combining transformer-level accuracy with Mamba’s memory-efficient sequence modeling for significantly higher throughput and lower latency.

The model supports inputs of text and multi-image documen..."
nvidia/nemotron-nano-12b-v2-vl:free,nvidia,NVIDIA,NVIDIA: Nemotron Nano 12B 2 VL (free),text+image+video->text,"image,text,video",text,Other,128000,128000,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""seed"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",nvidia/nemotron-nano-12b-v2-vl,"NVIDIA Nemotron Nano 2 VL is a 12-billion-parameter open multimodal reasoning model designed for video understanding and document intelligence. It introduces a hybrid Transformer-Mamba architecture, combining transformer-level accuracy with Mamba’s memory-efficient sequence modeling for significantly higher throughput and lower latency.

The model supports inputs of text and multi-image documen..."
nvidia/nemotron-nano-9b-v2,nvidia,NVIDIA,NVIDIA: Nemotron Nano 9B V2,text->text,text,text,Other,131072,,False,"[""frequency_penalty"", ""include_reasoning"", ""max_tokens"", ""min_p"", ""presence_penalty"", ""reasoning"", ""repetition_penalty"", ""response_format"", ""seed"", ""stop"", ""temperature"", ""tool_choice"", ""tools"", ""top_k"", ""top_p""]",nvidia/nemotron-nano-9b-v2,"NVIDIA-Nemotron-Nano-9B-v2 is a large language model (LLM) trained from scratch by NVIDIA, and designed as a unified model for both reasoning and non-reasoning tasks. It responds to user queries and tasks by first generating a reasoning trace and then concluding with a final response. 

The model's reasoning capabilities can be controlled via a system prompt. If the user prefers the model to pr..."
nvidia/nemotron-nano-9b-v2:free,nvidia,NVIDIA,NVIDIA: Nemotron Nano 9B V2 (free),text->text,text,text,Other,128000,,False,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",nvidia/nemotron-nano-9b-v2,"NVIDIA-Nemotron-Nano-9B-v2 is a large language model (LLM) trained from scratch by NVIDIA, and designed as a unified model for both reasoning and non-reasoning tasks. It responds to user queries and tasks by first generating a reasoning trace and then concluding with a final response. 

The model's reasoning capabilities can be controlled via a system prompt. If the user prefers the model to pr..."
openai/gpt-3.5-turbo,openai,OpenAI,OpenAI: GPT-3.5 Turbo,text->text,text,text,GPT,16385,4096,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p""]",openai/gpt-3.5-turbo,"GPT-3.5 Turbo is OpenAI's fastest model. It can understand and generate natural language or code, and is optimized for chat and traditional completion tasks.

Training data up to Sep 2021."
openai/gpt-3.5-turbo-0613,openai,OpenAI,OpenAI: GPT-3.5 Turbo (older v0613),text->text,text,text,GPT,4095,4096,False,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p""]",openai/gpt-3.5-turbo-0613,"GPT-3.5 Turbo is OpenAI's fastest model. It can understand and generate natural language or code, and is optimized for chat and traditional completion tasks.

Training data up to Sep 2021."
openai/gpt-3.5-turbo-16k,openai,OpenAI,OpenAI: GPT-3.5 Turbo 16k,text->text,text,text,GPT,16385,4096,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p""]",openai/gpt-3.5-turbo-16k,"This model offers four times the context length of gpt-3.5-turbo, allowing it to support approximately 20 pages of text in a single request at a higher cost. Training data: up to Sep 2021."
openai/gpt-3.5-turbo-instruct,openai,OpenAI,OpenAI: GPT-3.5 Turbo Instruct,text->text,text,text,GPT,4095,4096,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""top_logprobs"", ""top_p""]",openai/gpt-3.5-turbo-instruct,This model is a variant of GPT-3.5 Turbo tuned for instructional prompts and omitting chat-related optimizations. Training data: up to Sep 2021.
openai/gpt-4,openai,OpenAI,OpenAI: GPT-4,text->text,text,text,GPT,8191,4096,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p""]",openai/gpt-4,"OpenAI's flagship model, GPT-4 is a large-scale multimodal language model capable of solving difficult problems with greater accuracy than previous models due to its broader general knowledge and advanced reasoning capabilities. Training data: up to Sep 2021."
openai/gpt-4-0314,openai,OpenAI,OpenAI: GPT-4 (older v0314),text->text,text,text,GPT,8191,4096,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p""]",openai/gpt-4-0314,"GPT-4-0314 is the first version of GPT-4 released, with a context length of 8,192 tokens, and was supported until June 14. Training data: up to Sep 2021."
openai/gpt-4-1106-preview,openai,OpenAI,OpenAI: GPT-4 Turbo (older v1106),text->text,text,text,GPT,128000,4096,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p""]",openai/gpt-4-1106-preview,"The latest GPT-4 Turbo model with vision capabilities. Vision requests can now use JSON mode and function calling.

Training data: up to April 2023."
openai/gpt-4-turbo,openai,OpenAI,OpenAI: GPT-4 Turbo,text+image->text,"text,image",text,GPT,128000,4096,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p""]",openai/gpt-4-turbo,"The latest GPT-4 Turbo model with vision capabilities. Vision requests can now use JSON mode and function calling.

Training data: up to December 2023."
openai/gpt-4-turbo-preview,openai,OpenAI,OpenAI: GPT-4 Turbo Preview,text->text,text,text,GPT,128000,4096,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p""]",openai/gpt-4-turbo-preview,"The preview GPT-4 model with improved instruction following, JSON mode, reproducible outputs, parallel function calling, and more. Training data: up to Dec 2023.

**Note:** heavily rate limited by OpenAI while in preview."
openai/gpt-4.1,openai,OpenAI,OpenAI: GPT-4.1,text+image+file->text,"image,text,file",text,GPT,1047576,32768,True,"[""max_tokens"", ""response_format"", ""seed"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",openai/gpt-4.1-2025-04-14,"GPT-4.1 is a flagship large language model optimized for advanced instruction following, real-world software engineering, and long-context reasoning. It supports a 1 million token context window and outperforms GPT-4o and GPT-4.5 across coding (54.6% SWE-bench Verified), instruction compliance (87.4% IFEval), and multimodal understanding benchmarks. It is tuned for precise code diffs, agent rel..."
openai/gpt-4.1-mini,openai,OpenAI,OpenAI: GPT-4.1 Mini,text+image+file->text,"image,text,file",text,GPT,1047576,32768,True,"[""max_tokens"", ""response_format"", ""seed"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",openai/gpt-4.1-mini-2025-04-14,"GPT-4.1 Mini is a mid-sized model delivering performance competitive with GPT-4o at substantially lower latency and cost. It retains a 1 million token context window and scores 45.1% on hard instruction evals, 35.8% on MultiChallenge, and 84.1% on IFEval. Mini also shows strong coding ability (e.g., 31.6% on Aider’s polyglot diff benchmark) and vision understanding, making it suitable for inter..."
openai/gpt-4.1-nano,openai,OpenAI,OpenAI: GPT-4.1 Nano,text+image+file->text,"image,text,file",text,GPT,1047576,32768,True,"[""max_tokens"", ""response_format"", ""seed"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_p""]",openai/gpt-4.1-nano-2025-04-14,"For tasks that demand low latency, GPT‑4.1 nano is the fastest and cheapest model in the GPT-4.1 series. It delivers exceptional performance at a small size with its 1 million token context window, and scores 80.1% on MMLU, 50.3% on GPQA, and 9.8% on Aider polyglot coding – even higher than GPT‑4o mini. It’s ideal for tasks like classification or autocompletion."
openai/gpt-4o,openai,OpenAI,OpenAI: GPT-4o,text+image+file->text,"text,image,file",text,GPT,128000,16384,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p"", ""web_search_options""]",openai/gpt-4o,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.

For benchmarking against other models, i..."
openai/gpt-4o-2024-05-13,openai,OpenAI,OpenAI: GPT-4o (2024-05-13),text+image+file->text,"text,image,file",text,GPT,128000,4096,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p"", ""web_search_options""]",openai/gpt-4o-2024-05-13,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.

For benchmarking against other models, i..."
openai/gpt-4o-2024-08-06,openai,OpenAI,OpenAI: GPT-4o (2024-08-06),text+image+file->text,"text,image,file",text,GPT,128000,16384,False,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p"", ""web_search_options""]",openai/gpt-4o-2024-08-06,"The 2024-08-06 version of GPT-4o offers improved performance in structured outputs, with the ability to supply a JSON schema in the respone_format. Read more [here](https://openai.com/index/introducing-structured-outputs-in-the-api/).

GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo..."
openai/gpt-4o-2024-11-20,openai,OpenAI,OpenAI: GPT-4o (2024-11-20),text+image+file->text,"text,image,file",text,GPT,128000,16384,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p"", ""web_search_options""]",openai/gpt-4o-2024-11-20,"The 2024-11-20 version of GPT-4o offers a leveled-up creative writing ability with more natural, engaging, and tailored writing to improve relevance & readability. It’s also better at working with uploaded files, providing deeper insights & more thorough responses.

GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the int..."
openai/gpt-4o-audio-preview,openai,OpenAI,OpenAI: GPT-4o Audio,text+audio->text+audio,"audio,text","text,audio",GPT,128000,16384,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p""]",openai/gpt-4o-audio-preview,The gpt-4o-audio-preview model adds support for audio inputs as prompts. This enhancement allows the model to detect nuances within audio recordings and add depth to generated user experiences. Audio outputs are currently not supported. Audio tokens are priced at $40 per million input and $80 per million output audio tokens.
openai/gpt-4o-mini,openai,OpenAI,OpenAI: GPT-4o-mini,text+image+file->text,"text,image,file",text,GPT,128000,16384,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p"", ""web_search_options""]",openai/gpt-4o-mini,"GPT-4o mini is OpenAI's newest model after [GPT-4 Omni](/models/openai/gpt-4o), supporting both text and image inputs with text outputs.

As their most advanced small model, it is many multiples more affordable than other recent frontier models, and more than 60% cheaper than [GPT-3.5 Turbo](/models/openai/gpt-3.5-turbo). It maintains SOTA intelligence, while being significantly more cost-effec..."
openai/gpt-4o-mini-2024-07-18,openai,OpenAI,OpenAI: GPT-4o-mini (2024-07-18),text+image+file->text,"text,image,file",text,GPT,128000,16384,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p"", ""web_search_options""]",openai/gpt-4o-mini-2024-07-18,"GPT-4o mini is OpenAI's newest model after [GPT-4 Omni](/models/openai/gpt-4o), supporting both text and image inputs with text outputs.

As their most advanced small model, it is many multiples more affordable than other recent frontier models, and more than 60% cheaper than [GPT-3.5 Turbo](/models/openai/gpt-3.5-turbo). It maintains SOTA intelligence, while being significantly more cost-effec..."
openai/gpt-4o-mini-search-preview,openai,OpenAI,OpenAI: GPT-4o-mini Search Preview,text->text,text,text,GPT,128000,16384,True,"[""max_tokens"", ""response_format"", ""structured_outputs"", ""web_search_options""]",openai/gpt-4o-mini-search-preview-2025-03-11,GPT-4o mini Search Preview is a specialized model for web search in Chat Completions. It is trained to understand and execute web search queries.
openai/gpt-4o-search-preview,openai,OpenAI,OpenAI: GPT-4o Search Preview,text->text,text,text,GPT,128000,16384,True,"[""max_tokens"", ""response_format"", ""structured_outputs"", ""web_search_options""]",openai/gpt-4o-search-preview-2025-03-11,GPT-4o Search Previewis a specialized model for web search in Chat Completions. It is trained to understand and execute web search queries.
openai/gpt-4o:extended,openai,OpenAI,OpenAI: GPT-4o (extended),text+image+file->text,"text,image,file",text,GPT,128000,64000,True,"[""frequency_penalty"", ""logit_bias"", ""logprobs"", ""max_tokens"", ""presence_penalty"", ""response_format"", ""seed"", ""stop"", ""structured_outputs"", ""temperature"", ""tool_choice"", ""tools"", ""top_logprobs"", ""top_p"", ""web_search_options""]",openai/gpt-4o,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.

For benchmarking against other models, i..."
openai/gpt-5,openai,OpenAI,OpenAI: GPT-5,text+image+file->text,"text,image,file",text,GPT,400000,128000,True,"[""include_reasoning"", ""max_tokens"", ""reasoning"", ""response_format"", ""seed"", ""structured_outputs"", ""tool_choice"", ""tools""]",openai/gpt-5-2025-08-07,"GPT-5 is OpenAI’s most advanced model, offering major improvements in reasoning, code quality, and user experience. It is optimized for complex tasks that require step-by-step reasoning, instruction following, and accuracy in high-stakes use cases. It supports test-time routing features and advanced prompt understanding, including user-specified intent like ""think hard about this."" Improvements..."
openai/gpt-5-chat,openai,OpenAI,OpenAI: GPT-5 Chat,text+image+file->text,"file,image,text",text,GPT,128000,16384,True,"[""max_tokens"", ""response_format"", ""seed"", ""structured_outputs""]",openai/gpt-5-chat-2025-08-07,"GPT-5 Chat is designed for advanced, natural, multimodal, and context-aware conversations for enterprise applications."
